73396:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-16","5.59",,,,,"0.00","0.0","0.0",,,,,,,,,,
73397:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-17","3.80",,,,,"0.00","0.0","0.0",,,,,,,,,,
73398:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-18","4.47",,,,,"0.32","0.0","0.0",,"    1",,,,,,"    1",,
73399:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-19","3.13",,,,,"0.00","0.0","0.0",,,,,,,,,,
73400:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-20","4.47",,,,,"0.00","0.0","0.0",,,,,,,,,,
73401:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-21","2.46",,,,,"0.00","0.0","0.0",,,,,,,,,,
73402:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-22","5.82",,,,,"0.00","0.0","0.0",,,,,,,,,,
73403:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-23","3.80",,,,,"0.00","0.0","0.0",,,,,,,,,,
73404:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-24","2.01",,,,,"0.00","0.0","0.0",,,,,,,,,,
73405:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-25","3.13",,,,,"0.00","0.0","0.0",,,,,,,,,,
73406:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-26","4.47",,,,,"0.00","0.0","0.0",,,,,,,,,,
73407:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-27","2.91",,,,,"0.36","0.0","0.0",,"    1",,,,,,"    1",,
73408:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-28","2.68",,,,,"0.00","0.0","0.0",,,,,,,,"    1",,
73409:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-29","3.80",,,,,"0.00","0.0","0.0",,,,,,,,,,
73410:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-30","4.25",,,,,"1.95","0.0","0.0",,"    1",,,,,,"    1",,
73411:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-31","3.36",,,,,"0.00","0.0","0.0",,"    1",,,,,,"    1",,
73412:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-01","4.47",,,,,"0.00","0.0","0.0",,,,,,,,,,
73413:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-02","2.01",,,,,"0.00","0.0","0.0",,,,,,,,,,
73414:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-03","4.92",,,,,"0.00","0.0","0.0",,,,,,,,,,
73415:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-04","5.37",,,,,"0.43","0.0","0.0",,"    1",,,,,,,,
73416:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-05","2.91",,,,,"0.00","0.0","0.0",,,,,,,,,,
73417:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-06","2.46",,,,,"0.00","0.0","0.0",,,,,,,,,,
73418:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-07","5.37",,,,,"0.00","0.0","0.0",,,,,,,,,,
73419:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-08","3.80",,,,,"0.00","0.0","0.0",,,,,,,,,,
73420:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-09","3.80",,,,,"0.00","0.0","0.0",,,,,,,,,,
73421:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-10","4.47",,,,,"0.00","0.0","0.0",,,,,,,,,,
73422:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-11","4.25",,,,,"1.17","0.0","0.0",,"    1",,,,,,,,
73423:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-12","4.70",,,,,"0.00","0.0","0.0",,,,,,,,,,
73424:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-13","3.13",,,,,"0.00","0.0","0.0",,,,,,,,,,
73425:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-14","2.91",,,,,"0.00","0.0","0.0",,,,,,,,,,
73426:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-15","3.36",,,,,"0.00","0.0","0.0",,,,,,,,,,
73427:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-16","1.57",,,,,"0.00","0.0","0.0",,,,,,,,,,
73428:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-17","3.36",,,,,"0.00","0.0","0.0",,,,,,,,,,
73429:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-18","4.03",,,,,"0.29","0.0","0.0",,"    1",,,,,,"    1",,
73430:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-19","4.03",,,,,"0.00","0.0","0.0",,,,,,,,,,
73431:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-20","5.59",,,,,"0.01","0.0","0.0",,,,,,,,,,
73432:"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-21","4.25",,,,,"0.32","0.0","0.0",,"    1",,,,,,,,
